,value,Open,High,Low,Close,Adj Close,Volume,value_lag_1,value_lag_2,value_lag_3,value_lag_4,value_lag_5,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,ATR,predictions,Signal
2023-04-07,64,28038.966796875,28111.59375,27794.03125,27925.859375,27925.859375,10861680497,63,62,62,63,63,28044.140625,28177.984375,28168.08984375,27790.220703125,28199.30859375,867.3420758928571,29764.105,1
2023-04-08,61,27920.513671875,28159.86328125,27883.38671875,27947.794921875,27947.794921875,9373255556,64,63,62,62,63,27925.859375,28044.140625,28177.984375,28168.08984375,27790.220703125,844.5481305803571,29710.414,1
2023-04-09,61,27952.3671875,28532.830078125,27828.48046875,28333.05078125,28333.05078125,12175322951,61,64,63,62,62,27947.794921875,27925.859375,28044.140625,28177.984375,28168.08984375,842.4946986607143,29902.133,1
2023-04-10,62,28336.02734375,29771.46484375,28189.271484375,29652.98046875,29652.98046875,19282400094,61,61,64,63,62,28333.05078125,27947.794921875,27925.859375,28044.140625,28177.984375,853.27734375,30766.094,1
2023-04-11,68,29653.6796875,30509.083984375,29609.30078125,30235.05859375,30235.05859375,20121259843,62,61,61,64,63,29652.98046875,28333.05078125,27947.794921875,27925.859375,28044.140625,861.6261160714286,31659.469,1
2023-04-12,65,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30139.052734375,18651929926,68,62,61,61,64,30235.05859375,29652.98046875,28333.05078125,27947.794921875,27925.859375,817.1279296875,31743.184,1
2023-04-13,61,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30399.06640625,17487721001,65,68,62,61,61,30139.052734375,30235.05859375,29652.98046875,28333.05078125,27947.794921875,761.5193917410714,31806.844,1
2023-04-14,68,30409.5625,31005.607421875,30044.498046875,30485.69921875,30485.69921875,22659995079,61,65,68,62,61,30399.06640625,30139.052734375,30235.05859375,29652.98046875,28333.05078125,754.728515625,32152.969,1
2023-04-15,68,30490.75,30601.740234375,30245.8828125,30318.49609375,30318.49609375,11940685378,68,61,65,68,62,30485.69921875,30399.06640625,30139.052734375,30235.05859375,29652.98046875,744.0551060267857,32062.027,1
2023-04-16,68,30315.9765625,30555.537109375,30157.83203125,30315.35546875,30315.35546875,12854816417,68,68,61,65,68,30318.49609375,30485.69921875,30399.06640625,30139.052734375,30235.05859375,727.1146763392857,32037.312,1
2023-04-17,69,30317.146484375,30319.197265625,29275.37109375,29445.044921875,29445.044921875,17872186762,68,68,68,61,65,30315.35546875,30318.49609375,30485.69921875,30399.06640625,30139.052734375,716.0378069196429,31550.727,1
2023-04-18,58,29449.091796875,30470.302734375,29154.849609375,30397.552734375,30397.552734375,19480529496,69,68,68,68,61,29445.044921875,30315.35546875,30318.49609375,30485.69921875,30399.06640625,756.2532087053571,31661.215,1
2023-04-19,63,30394.1875,30411.0546875,28669.8984375,28822.6796875,28822.6796875,24571565421,58,69,68,68,68,30397.552734375,29445.044921875,30315.35546875,30318.49609375,30485.69921875,816.6590401785714,31157.29,1
2023-04-20,52,28823.68359375,29076.400390625,28037.2578125,28245.98828125,28245.98828125,21340360360,63,58,69,68,68,28822.6796875,30397.552734375,29445.044921875,30315.35546875,30318.49609375,859.4817243303571,30265.746,1
2023-04-21,50,28249.23046875,28349.96875,27177.365234375,27276.91015625,27276.91015625,20759504330,52,63,58,69,68,28245.98828125,28822.6796875,30397.552734375,29445.044921875,30315.35546875,920.5560825892857,29530.54,1
2023-04-22,53,27265.89453125,27872.142578125,27169.5703125,27817.5,27817.5,13125734602,50,52,63,58,69,27276.91015625,28245.98828125,28822.6796875,30397.552734375,29445.044921875,950.9914899553571,29348.738,1
2023-04-23,56,27816.14453125,27820.244140625,27400.314453125,27591.384765625,27591.384765625,12785446832,53,50,52,63,58,27817.5,27276.91015625,28245.98828125,28822.6796875,30397.552734375,930.67578125,29494.89,1
2023-04-24,53,27591.73046875,27979.982421875,27070.849609375,27525.33984375,27525.33984375,17703288330,56,53,50,52,63,27591.384765625,27817.5,27276.91015625,28245.98828125,28822.6796875,882.6000279017857,29375.918,1
2023-04-25,53,27514.873046875,28371.078125,27207.931640625,28307.59765625,28307.59765625,17733373139,53,56,53,50,52,27525.33984375,27591.384765625,27817.5,27276.91015625,28245.98828125,901.4116908482143,29662.762,1
2023-04-26,56,28300.05859375,29995.837890625,27324.548828125,28422.701171875,28422.701171875,31854242019,53,53,56,53,50,28307.59765625,27525.33984375,27591.384765625,27817.5,27276.91015625,1039.5818917410713,30313.547,1
2023-04-27,59,28428.46484375,29871.546875,28402.88671875,29473.787109375,29473.787109375,27153445027,56,53,53,56,53,28422.701171875,28307.59765625,27525.33984375,27591.384765625,27817.5,1097.2559988839287,30925.79,1
2023-04-28,64,29481.013671875,29572.791015625,28929.609375,29340.26171875,29340.26171875,17544464887,59,56,53,53,56,29473.787109375,28422.701171875,28307.59765625,27525.33984375,27591.384765625,1074.546875,31023.375,1
2023-04-29,64,29336.56640625,29452.455078125,29088.04296875,29248.48828125,29248.48828125,10662634333,64,59,56,53,53,29340.26171875,29473.787109375,28422.701171875,28307.59765625,27525.33984375,1075.157924107143,30953.84,1
2023-04-30,60,29245.515625,29952.029296875,29114.021484375,29268.806640625,29268.806640625,14652199272,64,64,59,56,53,29248.48828125,29340.26171875,29473.787109375,28422.701171875,28307.59765625,1106.608119419643,30999.719,1
2023-05-01,63,29227.103515625,29329.935546875,27680.79296875,28091.568359375,28091.568359375,18655599976,60,64,64,59,56,29268.806640625,29248.48828125,29340.26171875,29473.787109375,28422.701171875,1149.845005580357,30338.688,1
2023-05-02,55,28087.17578125,28881.298828125,27924.123046875,28680.537109375,28680.537109375,16432924527,63,60,64,64,59,28091.568359375,29268.806640625,29248.48828125,29340.26171875,29473.787109375,1124.2537667410713,30226.8,1
2023-05-03,64,28680.494140625,29259.533203125,28178.388671875,29006.30859375,29006.30859375,19122972518,55,63,60,64,64,28680.537109375,28091.568359375,29268.806640625,29248.48828125,29340.26171875,1077.110072544643,30640.684,1
2023-05-04,64,29031.3046875,29353.185546875,28694.0390625,28847.7109375,28847.7109375,15548678514,64,55,63,60,64,29006.30859375,28680.537109375,28091.568359375,29268.806640625,29248.48828125,1049.967494419643,30677.145,1
2023-05-05,61,28851.48046875,29668.908203125,28845.509765625,29534.384765625,29534.384765625,17936566518,64,64,55,63,60,28847.7109375,29006.30859375,28680.537109375,28091.568359375,29268.806640625,1025.0242745535713,31041.469,1
2023-05-06,60,29538.859375,29820.126953125,28468.966796875,28904.623046875,28904.623046875,15913866714,61,64,64,55,63,29534.384765625,28847.7109375,29006.30859375,28680.537109375,28091.568359375,1071.3519810267858,30689.535,1
2023-05-07,64,28901.623046875,29157.517578125,28441.3671875,28454.978515625,28454.978515625,11301355486,60,61,64,64,55,28904.623046875,29534.384765625,28847.7109375,29006.30859375,28680.537109375,1092.5106026785713,30436.21,1
2023-05-08,60,28450.45703125,28663.271484375,27310.134765625,27694.2734375,27694.2734375,19122903752,64,60,61,64,64,28454.978515625,28904.623046875,29534.384765625,28847.7109375,29006.30859375,1124.2251674107142,29908.402,1
2023-05-09,51,27695.068359375,27821.400390625,27375.6015625,27658.775390625,27658.775390625,14128593256,60,64,60,61,64,27694.2734375,28454.978515625,28904.623046875,29534.384765625,28847.7109375,1072.986049107143,29438.305,1
2023-05-10,52,27654.63671875,28322.6875,26883.669921875,27621.755859375,27621.755859375,20656025026,51,60,64,60,61,27658.775390625,27694.2734375,28454.978515625,28904.623046875,29534.384765625,984.9666573660714,29366.047,1
2023-05-11,52,27621.0859375,27621.94140625,26781.826171875,27000.7890625,27000.7890625,16724343943,52,51,60,64,60,27621.755859375,27658.775390625,27694.2734375,28454.978515625,28904.623046875,940.0705915178571,29008.207,1
2023-05-12,49,26987.662109375,27055.646484375,25878.4296875,26804.990234375,26804.990234375,19313599897,52,52,51,60,64,27000.7890625,27621.755859375,27658.775390625,27694.2734375,28454.978515625,978.2159598214286,28666.688,1
2023-05-13,48,26807.76953125,27030.482421875,26710.873046875,26784.078125,26784.078125,9999171605,49,52,52,51,60,26804.990234375,27000.7890625,27621.755859375,27658.775390625,27694.2734375,975.0157645089286,28516.95,1
2023-05-14,48,26788.974609375,27150.9765625,26661.35546875,26930.638671875,26930.638671875,10014858959,48,49,52,52,51,26784.078125,26804.990234375,27000.7890625,27621.755859375,27658.775390625,950.1309988839286,28570.066,1
2023-05-15,50,26931.384765625,27646.34765625,26766.09765625,27192.693359375,27192.693359375,14413231792,48,48,49,52,52,26930.638671875,26784.078125,26804.990234375,27000.7890625,27621.755859375,895.2101004464286,28859.023,1
2023-05-16,54,27171.513671875,27299.3046875,26878.947265625,27036.650390625,27036.650390625,12732238816,50,48,48,49,52,27192.693359375,26930.638671875,26784.078125,26804.990234375,27000.7890625,856.8659319196429,28864.64,1
2023-05-17,50,27035.470703125,27465.927734375,26600.14453125,27398.802734375,27398.802734375,15140006925,54,50,48,48,49,27036.650390625,27192.693359375,26930.638671875,26784.078125,26804.990234375,841.4829799107143,28957.543,1
2023-05-18,51,27401.650390625,27466.52734375,26415.1015625,26832.208984375,26832.208984375,15222938600,50,54,50,48,48,27398.802734375,27036.650390625,27192.693359375,26930.638671875,26784.078125,869.5029296875,28759.055,1
2023-05-19,48,26826.75390625,27128.619140625,26700.2109375,26890.12890625,26890.12890625,11258983301,51,50,54,50,48,26832.208984375,27398.802734375,27036.650390625,27192.693359375,26930.638671875,841.2893415178571,28581.21,1
2023-05-20,48,26888.841796875,27155.158203125,26843.27734375,27129.5859375,27129.5859375,7044911360,48,51,50,54,50,26890.12890625,26832.208984375,27398.802734375,27036.650390625,27192.693359375,767.0551060267857,28661.73,1
2023-05-21,52,27118.423828125,27265.91796875,26706.921875,26753.826171875,26753.826171875,8647416921,48,48,51,50,54,27129.5859375,26890.12890625,26832.208984375,27398.802734375,27036.650390625,755.8297991071429,28608.527,1
2023-05-22,49,26749.892578125,27045.734375,26549.734375,26851.27734375,26851.27734375,11056770492,52,48,48,51,50,26753.826171875,27129.5859375,26890.12890625,26832.208984375,27398.802734375,694.6057477678571,28579.16,1
2023-05-23,50,26855.9609375,27434.68359375,26816.1796875,27225.7265625,27225.7265625,13697203143,49,52,48,48,51,26851.27734375,26753.826171875,27129.5859375,26890.12890625,26832.208984375,706.9418247767857,28832.855,1
2023-05-24,50,27224.603515625,27224.603515625,26106.576171875,26334.818359375,26334.818359375,16299104428,50,49,52,48,48,27225.7265625,26851.27734375,26753.826171875,27129.5859375,26890.12890625,684.0941685267857,28440.297,1
2023-05-25,51,26329.4609375,26591.51953125,25890.59375,26476.20703125,26476.20703125,13851122697,50,50,49,52,48,26334.818359375,27225.7265625,26851.27734375,26753.826171875,27129.5859375,674.1520647321429,28290.824,1
2023-05-26,49,26474.181640625,26916.669921875,26343.94921875,26719.291015625,26719.291015625,12711619225,51,50,50,49,52,26476.20703125,26334.818359375,27225.7265625,26851.27734375,26753.826171875,630.9737723214286,28399.355,1
2023-05-27,48,26720.181640625,26888.8828125,26621.140625,26868.353515625,26868.353515625,7892015141,49,51,50,50,49,26719.291015625,26476.20703125,26334.818359375,27225.7265625,26851.27734375,627.2689732142857,28443.723,1
2023-05-28,50,26871.158203125,28193.44921875,26802.751953125,28085.646484375,28085.646484375,14545229578,48,49,51,50,50,26868.353515625,26719.291015625,26476.20703125,26334.818359375,27225.7265625,691.6315569196429,29188.809,1
2023-05-29,52,28075.591796875,28432.0390625,27563.876953125,27745.884765625,27745.884765625,15181308984,50,48,49,51,50,28085.646484375,26868.353515625,26719.291015625,26476.20703125,26334.818359375,690.7681361607143,29482.71,1
2023-05-30,51,27745.123046875,28044.759765625,27588.501953125,27702.349609375,27702.349609375,13251081851,52,50,48,49,51,27745.884765625,28085.646484375,26868.353515625,26719.291015625,26476.20703125,693.3324497767857,29408.254,1
2023-05-31,51,27700.529296875,27831.677734375,26866.453125,27219.658203125,27219.658203125,15656371534,51,52,50,48,49,27702.349609375,27745.884765625,28085.646484375,26868.353515625,26719.291015625,700.4354073660714,29117.574,1
2023-06-01,52,27218.412109375,27346.10546875,26671.720703125,26819.97265625,26819.97265625,14678970415,51,51,52,50,48,27219.658203125,27702.349609375,27745.884765625,28085.646484375,26868.353515625,673.50390625,28839.902,1
2023-06-02,50,26824.556640625,27303.861328125,26574.64453125,27249.58984375,27249.58984375,14837415000,52,51,51,52,50,26819.97265625,27219.658203125,27702.349609375,27745.884765625,28085.646484375,694.990234375,28878.016,1
2023-06-03,53,27252.32421875,27317.052734375,26958.00390625,27075.12890625,27075.12890625,8385597470,50,52,51,51,52,27249.58984375,26819.97265625,27219.658203125,27702.349609375,27745.884765625,698.359375,28842.7,1
2023-06-04,52,27075.123046875,27407.01953125,26968.224609375,27119.06640625,27119.06640625,9360912318,53,50,52,51,51,27075.12890625,27249.58984375,26819.97265625,27219.658203125,27702.349609375,689.7735770089286,28837.883,1
2023-06-05,53,27123.109375,27129.982421875,25445.16796875,25760.09765625,25760.09765625,21513292646,52,53,50,52,51,27119.06640625,27075.12890625,27249.58984375,26819.97265625,27219.658203125,774.6888950892857,28282.91,1
2023-06-06,44,25732.109375,27313.8203125,25434.8671875,27238.783203125,27238.783203125,21929670693,53,52,53,50,52,25760.09765625,27119.06640625,27075.12890625,27249.58984375,26819.97265625,864.7209821428571,28475.773,1
2023-06-07,53,27235.650390625,27332.181640625,26146.98828125,26345.998046875,26345.998046875,19530045082,44,53,52,53,50,27238.783203125,25760.09765625,27119.06640625,27075.12890625,27249.58984375,869.4383370535714,28508.496,1
2023-06-08,50,26347.654296875,26797.513671875,26246.6640625,26508.216796875,26508.216796875,11904824295,53,44,53,52,53,26345.998046875,27238.783203125,25760.09765625,27119.06640625,27075.12890625,858.7186104910714,28284.262,1
2023-06-09,50,26505.923828125,26770.2890625,26339.314453125,26480.375,26480.375,11015551640,50,53,44,53,52,26508.216796875,26345.998046875,27238.783203125,25760.09765625,27119.06640625,848.5938895089286,28322.52,1
2023-06-10,49,26481.76171875,26531.044921875,25501.8359375,25851.240234375,25851.240234375,19872933189,50,50,53,44,53,26480.375,26508.216796875,26345.998046875,27238.783203125,25760.09765625,902.984375,27956.133,1
2023-06-11,47,25854.03125,26203.439453125,25668.986328125,25940.16796875,25940.16796875,10732609603,49,50,50,53,44,25851.240234375,26480.375,26508.216796875,26345.998046875,27238.783203125,841.8240792410714,27765.145,1
2023-06-12,47,25934.28515625,26087.919921875,25675.197265625,25902.5,25902.5,11677889997,47,49,50,50,53,25940.16796875,25851.240234375,26480.375,26508.216796875,26345.998046875,809.2926897321429,27704.602,1
2023-06-13,45,25902.94140625,26376.3515625,25728.365234375,25918.728515625,25918.728515625,14143474486,47,47,49,50,50,25902.5,25940.16796875,25851.240234375,26480.375,26508.216796875,822.9875837053571,27752.14,1
2023-06-14,46,25920.2578125,26041.80078125,24902.15234375,25124.67578125,25124.67578125,14265717766,45,47,47,49,50,25918.728515625,25902.5,25940.16796875,25851.240234375,26480.375,835.4464285714286,27304.227,1
2023-06-15,41,25121.673828125,25735.30859375,24797.16796875,25576.39453125,25576.39453125,15837384409,46,45,47,47,49,25124.67578125,25918.728515625,25902.5,25940.16796875,25851.240234375,854.2861328125,27241.059,1
2023-06-16,47,25575.283203125,26463.173828125,25245.357421875,26327.462890625,26327.462890625,16324646965,41,46,45,47,47,25576.39453125,25124.67578125,25918.728515625,25902.5,25940.16796875,889.1861049107143,27803.906,1
2023-06-17,47,26328.6796875,26769.39453125,26174.4921875,26510.67578125,26510.67578125,11090276850,47,41,46,45,47,26327.462890625,25576.39453125,25124.67578125,25918.728515625,25902.5,906.0327845982143,28087.629,1
2023-06-18,49,26510.45703125,26675.92578125,26325.890625,26336.212890625,26336.212890625,9565695129,47,47,41,46,45,26510.67578125,26327.462890625,25576.39453125,25124.67578125,25918.728515625,899.6928013392857,28151.168,1
2023-06-19,47,26335.44140625,26984.611328125,26312.83203125,26851.029296875,26851.029296875,12826986222,49,47,47,41,46,26336.212890625,26510.67578125,26327.462890625,25576.39453125,25124.67578125,827.3331473214286,28323.816,1
2023-06-20,49,26841.6640625,28388.96875,26668.791015625,28327.48828125,28327.48828125,22211859147,47,49,47,47,41,26851.029296875,26336.212890625,26510.67578125,26327.462890625,25576.39453125,815.9920479910714,29397.695,1
2023-06-21,59,28311.310546875,30737.330078125,28283.41015625,30027.296875,30027.296875,33346760979,49,47,49,47,47,28327.48828125,26851.029296875,26336.212890625,26510.67578125,26327.462890625,906.6153738839286,31156.262,1
2023-06-22,65,29995.935546875,30495.998046875,29679.158203125,29912.28125,29912.28125,20653160491,59,49,47,49,47,30027.296875,28327.48828125,26851.029296875,26336.212890625,26510.67578125,925.6146763392857,31594.785,1
2023-06-23,65,29896.3828125,31389.5390625,29845.21484375,30695.46875,30695.46875,24115570085,65,59,49,47,49,29912.28125,30027.296875,28327.48828125,26851.029296875,26336.212890625,1005.1396484375,32165.664,1
2023-06-24,62,30708.73828125,30804.1484375,30290.146484375,30548.6953125,30548.6953125,12147822496,65,65,59,49,47,30695.46875,29912.28125,30027.296875,28327.48828125,26851.029296875,968.3391462053571,32001.93,1
2023-06-25,64,30545.150390625,31041.271484375,30327.943359375,30480.26171875,30480.26171875,12703464114,62,65,65,59,49,30548.6953125,30695.46875,29912.28125,30027.296875,28327.48828125,981.1159319196429,32094.95,1
2023-06-26,55,30480.5234375,30636.029296875,29955.744140625,30271.130859375,30271.130859375,16493186997,64,62,65,65,59,30480.26171875,30548.6953125,30695.46875,29912.28125,30027.296875,1000.2275390625,31828.969,1
2023-06-27,59,30274.3203125,31006.787109375,30236.650390625,30688.1640625,30688.1640625,16428827944,55,64,62,65,65,30271.130859375,30480.26171875,30548.6953125,30695.46875,29912.28125,1008.9525669642857,32100.86,1
2023-06-28,62,30696.560546875,30703.279296875,29921.822265625,30086.24609375,30086.24609375,14571500779,59,55,64,62,65,30688.1640625,30271.130859375,30480.26171875,30548.6953125,30695.46875,983.3674665178571,31858.14,1
2023-06-29,54,30086.1875,30796.25,30057.203125,30445.3515625,30445.3515625,13180860821,62,59,55,64,62,30086.24609375,30688.1640625,30271.130859375,30480.26171875,30548.6953125,969.146484375,31907.238,1
2023-06-30,56,30441.353515625,31256.86328125,29600.275390625,30477.251953125,30477.251953125,26387306197,54,62,59,55,64,30445.3515625,30086.24609375,30688.1640625,30271.130859375,30480.26171875,1000.4873046875,32040.785,1
2023-07-01,59,30471.84765625,30641.2890625,30328.865234375,30590.078125,30590.078125,9086606733,56,54,62,59,55,30477.251953125,30445.3515625,30086.24609375,30688.1640625,30271.130859375,980.3102678571429,31966.523,1
2023-07-02,63,30587.26953125,30766.140625,30264.01953125,30620.76953125,30620.76953125,10533418042,59,56,54,62,59,30590.078125,30477.251953125,30445.3515625,30086.24609375,30688.1640625,991.1735491071429,32182.184,1
2023-07-03,62,30624.515625,31375.61328125,30586.513671875,31156.439453125,31156.439453125,15271884873,63,59,56,54,62,30620.76953125,30590.078125,30477.251953125,30445.3515625,30086.24609375,999.5535714285714,32531.621,1
2023-07-04,64,31156.865234375,31325.197265625,30659.35546875,30777.58203125,30777.58203125,12810828427,62,63,59,56,54,31156.439453125,30620.76953125,30590.078125,30477.251953125,30445.3515625,924.2438616071429,32471.66,1
2023-07-05,61,30778.724609375,30877.330078125,30225.61328125,30514.166015625,30514.166015625,12481622280,64,62,63,59,56,30777.58203125,31156.439453125,30620.76953125,30590.078125,30477.251953125,795.5150669642857,32142.078,1
2023-07-06,56,30507.150390625,31460.052734375,29892.2265625,29909.337890625,29909.337890625,21129219509,61,64,62,63,59,30514.166015625,30777.58203125,31156.439453125,30620.76953125,30590.078125,849.1569475446429,31923.996,1
2023-07-07,55,29907.998046875,30434.64453125,29777.28515625,30342.265625,30342.265625,13384770155,56,61,64,62,63,29909.337890625,30514.166015625,30777.58203125,31156.439453125,30620.76953125,785.8023158482143,31670.008,1
2023-07-08,58,30346.921875,30374.4375,30080.16015625,30292.541015625,30292.541015625,7509378699,55,56,61,64,62,30342.265625,29909.337890625,30514.166015625,30777.58203125,31156.439453125,770.1077008928571,31722.574,1
2023-07-09,55,30291.611328125,30427.58984375,30085.591796875,30171.234375,30171.234375,7903327692,58,55,56,61,64,30292.541015625,30342.265625,29909.337890625,30514.166015625,30777.58203125,743.5841238839286,31672.637,1
2023-07-10,56,30172.423828125,31026.083984375,29985.39453125,30414.470703125,30414.470703125,14828209155,55,58,55,56,61,30171.234375,30292.541015625,30342.265625,29909.337890625,30514.166015625,769.3272879464286,31881.152,1
2023-07-11,57,30417.6328125,30788.314453125,30358.09765625,30620.951171875,30620.951171875,12151839152,56,55,58,55,56,30414.470703125,30171.234375,30292.541015625,30342.265625,29909.337890625,745.0472935267857,32000.559,1
2023-07-12,64,30622.24609375,30959.96484375,30228.8359375,30391.646484375,30391.646484375,14805659717,57,56,55,58,55,30620.951171875,30414.470703125,30171.234375,30292.541015625,30342.265625,741.4524274553571,32165.242,1
2023-07-13,57,30387.48828125,31814.515625,30268.3515625,31476.048828125,31476.048828125,23686079548,64,57,56,55,58,30391.646484375,30620.951171875,30414.470703125,30171.234375,30292.541015625,799.1036551339286,32673.29,1
2023-07-14,60,31474.720703125,31582.25390625,29966.38671875,30334.068359375,30334.068359375,20917902660,57,64,57,56,55,31476.048828125,30391.646484375,30620.951171875,30414.470703125,30171.234375,796.1950334821429,32311.555,1
2023-07-15,56,30331.783203125,30407.78125,30263.462890625,30295.806640625,30295.806640625,8011667756,60,57,64,57,56,30334.068359375,31476.048828125,30391.646484375,30620.951171875,30414.470703125,784.1875,31761.129,1
2023-07-16,57,30297.47265625,30437.560546875,30089.669921875,30249.1328125,30249.1328125,8516564470,56,60,57,64,57,30295.806640625,30334.068359375,31476.048828125,30391.646484375,30620.951171875,773.1710379464286,31785.828,1
2023-07-17,54,30249.626953125,30336.400390625,29685.783203125,30145.888671875,30145.888671875,13240156074,57,56,60,57,64,30249.1328125,30295.806640625,30334.068359375,31476.048828125,30391.646484375,763.2794363839286,31625.035,1
2023-07-18,56,30147.0703125,30233.65625,29556.427734375,29856.5625,29856.5625,13138897269,54,57,56,60,57,30145.888671875,30249.1328125,30295.806640625,30334.068359375,31476.048828125,764.0927734375,31515.02,1
2023-07-19,50,29862.046875,30184.181640625,29794.26953125,29913.923828125,29913.923828125,12128602812,56,54,57,56,60,29856.5625,30145.888671875,30249.1328125,30295.806640625,30334.068359375,745.3924386160714,31366.34,1
2023-07-20,56,29915.25,30195.53125,29638.095703125,29792.015625,29792.015625,14655207121,50,56,54,57,56,29913.923828125,29856.5625,30145.888671875,30249.1328125,30295.806640625,673.2216796875,31448.535,1
2023-07-21,50,29805.111328125,30045.998046875,29733.8515625,29908.744140625,29908.744140625,10972789818,56,50,56,54,57,29792.015625,29913.923828125,29856.5625,30145.888671875,30249.1328125,648.5636160714286,31296.93,1
2023-07-22,52,29908.697265625,29991.615234375,29664.12109375,29771.802734375,29771.802734375,7873300598,50,56,50,56,54,29908.744140625,29792.015625,29913.923828125,29856.5625,30145.888671875,650.9362444196429,31266.48,1
2023-07-23,54,29790.111328125,30330.640625,29741.52734375,30084.5390625,30084.5390625,9220145050,52,50,56,50,56,29771.802734375,29908.744140625,29792.015625,29913.923828125,29856.5625,668.5873325892857,31390.05,1
2023-07-24,55,30081.662109375,30093.39453125,28934.294921875,29176.916015625,29176.916015625,15395817395,54,52,50,56,50,30084.5390625,29771.802734375,29908.744140625,29792.015625,29913.923828125,677.0452008928571,31159.918,1
2023-07-25,50,29178.970703125,29353.16015625,29062.43359375,29227.390625,29227.390625,10266772793,55,54,52,50,56,29176.916015625,30084.5390625,29771.802734375,29908.744140625,29792.015625,667.0816127232143,30765.871,1
2023-07-26,51,29225.759765625,29675.552734375,29113.912109375,29354.97265625,29354.97265625,13497554655,50,55,54,52,50,29227.390625,29176.916015625,30084.5390625,29771.802734375,29908.744140625,654.9753069196429,30870.578,1
2023-07-27,51,29353.798828125,29560.966796875,29099.3515625,29210.689453125,29210.689453125,10770779217,51,50,55,54,52,29354.97265625,29227.390625,29176.916015625,30084.5390625,29771.802734375,577.5075334821429,30773.082,1
2023-07-28,52,29212.1640625,29521.513671875,29125.845703125,29319.24609375,29319.24609375,11218474952,51,51,50,55,54,29210.689453125,29354.97265625,29227.390625,29176.916015625,30084.5390625,490.35044642857144,30842.094,1
2023-07-29,52,29319.4453125,29396.84375,29264.166015625,29356.91796875,29356.91796875,6481775959,52,51,51,50,55,29319.24609375,29210.689453125,29354.97265625,29227.390625,29176.916015625,489.5189732142857,30774.578,1
2023-07-30,52,29357.09375,29443.169921875,29059.501953125,29275.30859375,29275.30859375,8678454527,52,52,51,51,50,29356.91796875,29319.24609375,29210.689453125,29354.97265625,29227.390625,492.07449776785717,30777.816,1
2023-07-31,50,29278.314453125,29489.873046875,29131.578125,29230.111328125,29230.111328125,11656781982,52,52,52,51,51,29275.30859375,29356.91796875,29319.24609375,29210.689453125,29354.97265625,471.1943359375,30759.996,1
2023-08-01,53,29230.873046875,29675.732421875,28657.0234375,29675.732421875,29675.732421875,18272392391,50,52,52,52,51,29230.111328125,29275.30859375,29356.91796875,29319.24609375,29210.689453125,495.58579799107144,31022.812,1
2023-08-02,53,29704.146484375,29987.998046875,28946.509765625,29151.958984375,29151.958984375,19212655598,53,50,52,52,52,29675.732421875,29230.111328125,29275.30859375,29356.91796875,29319.24609375,542.126953125,30996.246,1
2023-08-03,52,29161.8125,29375.70703125,28959.48828125,29178.6796875,29178.6796875,12780357746,53,53,50,52,52,29151.958984375,29675.732421875,29230.111328125,29275.30859375,29356.91796875,532.0400390625,30779.14,1
2023-08-04,54,29174.3828125,29302.078125,28885.3359375,29074.091796875,29074.091796875,12036639988,52,53,53,50,52,29178.6796875,29151.958984375,29675.732421875,29230.111328125,29275.30859375,539.5111607142857,30684.914,1
2023-08-05,50,29075.388671875,29102.46484375,28957.796875,29042.126953125,29042.126953125,6598366353,54,52,53,53,50,29074.091796875,29178.6796875,29151.958984375,29675.732421875,29230.111328125,526.4521484375,30527.105,1
2023-08-06,49,29043.701171875,29160.822265625,28963.833984375,29041.85546875,29041.85546875,7269806994,50,54,52,53,53,29042.126953125,29074.091796875,29178.6796875,29151.958984375,29675.732421875,498.44321986607144,30483.867,1
2023-08-07,49,29038.513671875,29244.28125,28724.140625,29180.578125,29180.578125,13618163710,49,50,54,52,53,29041.85546875,29042.126953125,29074.091796875,29178.6796875,29151.958984375,452.8032924107143,30571.785,1
2023-08-08,54,29180.01953125,30176.796875,29113.814453125,29765.4921875,29765.4921875,17570561357,49,49,50,54,52,29180.578125,29041.85546875,29042.126953125,29074.091796875,29178.6796875,507.9644252232143,31173.715,1
2023-08-09,50,29766.6953125,30093.435546875,29376.80078125,29561.494140625,29561.494140625,18379521213,54,49,49,50,54,29765.4921875,29180.578125,29041.85546875,29042.126953125,29074.091796875,519.0354352678571,31176.906,1
2023-08-10,53,29563.97265625,29688.564453125,29354.447265625,29429.591796875,29429.591796875,11865344789,50,54,49,49,50,29561.494140625,29765.4921875,29180.578125,29041.85546875,29042.126953125,509.92843191964283,31014.773,1
2023-08-11,51,29424.90234375,29517.7734375,29253.517578125,29397.71484375,29397.71484375,10195168197,53,50,54,49,49,29429.591796875,29561.494140625,29765.4921875,29180.578125,29041.85546875,500.54185267857144,30858.266,1
2023-08-12,54,29399.787109375,29465.11328125,29357.587890625,29415.96484375,29415.96484375,6194358008,51,53,50,54,49,29397.71484375,29429.591796875,29561.494140625,29765.4921875,29180.578125,498.74525669642856,30934.824,1
2023-08-13,54,29416.59375,29441.43359375,29265.806640625,29282.9140625,29282.9140625,7329897180,54,51,53,50,54,29415.96484375,29397.71484375,29429.591796875,29561.494140625,29765.4921875,483.8851841517857,30829.844,1
